...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
NA,10580301684,1,2,NA,dot,dot,dot,NA,TRUE,dot,ldp_parent_utts_udpipe,dot,dot,parent,3,58,4774
NA,10580301809,5,6,NA,yellow,legs,leg,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,leg,parent,3,58,4775
NA,10580301811,3,4,NA,yellow,legs,leg,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,leg,parent,3,58,4776
NA,10580301985,3,4,NA,yellow,chalk,chalk,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,chalk,parent,3,58,4777
NA,10580302123,4,5,NA,purple,ones,one,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,on,parent,3,58,4778
NA,10580302125,4,5,NA,purple,plants,plant,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,plant,parent,3,58,4779
NA,10580302128,2,3,NA,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,parent,3,58,4780
NA,10580302195,1,2,NA,purple,flower,flower,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,flower,parent,3,58,4781
NA,10580400566,4,5,NA,smiley,faces,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,4,58,4782
NA,10580400612,5,6,NA,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,4,58,4783
NA,10580401583,5,6,NA,orange,ones,one,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,on,parent,4,58,4784
NA,10580401639,1,2,NA,purple,purple,purple,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,purpl,parent,4,58,4785
NA,10580401708,5,6,NA,green,ones,one,NA,TRUE,green,ldp_parent_utts_udpipe,green,on,parent,4,58,4786
NA,10580500078,2,3,NA,yellow,cup,cup,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,cup,parent,5,58,4787
NA,10580501559,6,7,NA,green,ones,one,NA,TRUE,green,ldp_parent_utts_udpipe,green,on,parent,5,58,4788
NA,10580600257,1,2,NA,squirt,gun,gun,NA,TRUE,squirt,ldp_parent_utts_udpipe,squirt,gun,parent,6,58,4789
NA,10580600623,11,13,NA,red,cone,cone,NA,FALSE,red,ldp_parent_utts_udpipe,red,cone,parent,6,58,4790
NA,10580600624,3,4,NA,red,nose,nose,NA,TRUE,red,ldp_parent_utts_udpipe,red,nose,parent,6,58,4791
NA,10580600641,7,8,NA,green,airship,airship,NA,TRUE,green,ldp_parent_utts_udpipe,green,airship,parent,6,58,4792
NA,10580600667,6,7,NA,yellow,submarine,submarine,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,submarin,parent,6,58,4793
NA,10580600683,4,5,NA,yellow,submarine,submarine,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,submarin,parent,6,58,4794
NA,10580600690,6,7,NA,yellow,submarine,submarine,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,submarin,parent,6,58,4795
NA,10580600964,6,7,NA,red,on,on,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,6,58,4796
NA,10580601001,5,6,NA,yellow,guy,guy,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,gui,parent,6,58,4797
NA,10580601054,4,5,NA,pink,limousine,limousine,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,limousin,parent,6,58,4798
NA,10580601095,2,3,NA,pink,car,car,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,car,parent,6,58,4799
NA,10580601210,2,3,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,6,58,4800
NA,10580601213,8,9,NA,green,helmet,helmet,NA,TRUE,green,ldp_parent_utts_udpipe,green,helmet,parent,6,58,4801
NA,10580601215,3,4,NA,green,uniform,uniform,NA,TRUE,green,ldp_parent_utts_udpipe,green,uniform,parent,6,58,4802
NA,10580601242,6,9,NA,orange,color,color,NA,FALSE,orange,ldp_parent_utts_udpipe,orang,color,parent,6,58,4803
NA,10580601322,12,13,NA,pink,limousine,limousine,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,limousin,parent,6,58,4804
NA,10580601658,8,9,NA,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,parent,6,58,4805
NA,10580601802,9,10,NA,green,pieces,piece,NA,TRUE,green,ldp_parent_utts_udpipe,green,piec,parent,6,58,4806
NA,10580601906,5,6,NA,green,tree,tree,NA,TRUE,green,ldp_parent_utts_udpipe,green,tree,parent,6,58,4807
NA,10580601922,5,6,NA,green,pieces,piece,NA,TRUE,green,ldp_parent_utts_udpipe,green,piec,parent,6,58,4808
NA,10580700277,3,4,NA,fish,dinner,dinner,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,dinner,parent,7,58,4809
NA,10580700303,7,9,NA,hot,dog,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,parent,7,58,4810
NA,10580700326,1,2,NA,stuffed,animals,animal,NA,TRUE,stuffed,ldp_parent_utts_udpipe,stuf,anim,parent,7,58,4811
NA,10580701274,7,8,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,7,58,4812
NA,10580701482,2,3,NA,flying,dragon,dragon,NA,TRUE,flying,ldp_parent_utts_udpipe,fly,dragon,parent,7,58,4813
NA,10580701914,4,5,NA,red,car,car,NA,TRUE,red,ldp_parent_utts_udpipe,red,car,parent,7,58,4814
NA,10580800025,6,7,NA,kettle,boiling,boiling,NA,TRUE,kettle,ldp_parent_utts_udpipe,kettl,boil,parent,8,58,4815
NA,10580800055,7,8,NA,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,parent,8,58,4816
NA,10580800254,3,4,NA,yellow,piece,piece,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,piec,parent,8,58,4817
NA,10580800912,3,4,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,8,58,4818
NA,10580801351,1,2,NA,baby,ones,one,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,on,parent,8,58,4819
NA,10580801631,7,8,NA,picnic,table,table,NA,TRUE,picnic,ldp_parent_utts_udpipe,picnic,tabl,parent,8,58,4820
NA,10580801713,9,10,NA,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,parent,8,58,4821
NA,10580801788,6,7,NA,rock,man,man,NA,TRUE,rock,ldp_parent_utts_udpipe,rock,man,parent,8,58,4822
NA,10581000035,3,4,NA,brush,handle,handle,NA,TRUE,brush,ldp_parent_utts_udpipe,brush,handl,parent,10,58,4823
NA,10581000146,2,3,NA,purple,cartridge,cartridge,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cartridg,parent,10,58,4824
NA,10581000150,7,8,NA,purple,cartridge,cartridge,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,cartridg,parent,10,58,4825
NA,10581000428,3,4,NA,baby,penguin,penguin,NA,TRUE,baby,ldp_parent_utts_udpipe,babi,penguin,parent,10,58,4826
NA,10581000636,3,4,NA,mud,card,card,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,card,parent,10,58,4827
NA,10581000758,9,10,NA,shortbread,cookies,cookie,NA,TRUE,shortbread,ldp_parent_utts_udpipe,shortbread,cooki,parent,10,58,4828
NA,10581000830,4,5,NA,yellow,guy,guy,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,gui,parent,10,58,4829
NA,10581001986,8,9,NA,red,piece,piece,NA,TRUE,red,ldp_parent_utts_udpipe,red,piec,parent,10,58,4830
NA,10581100260,8,9,NA,outside,honey,honey,NA,TRUE,outside,ldp_parent_utts_udpipe,outsid,honei,parent,11,58,4831
NA,10581100394,5,6,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,11,58,4832
NA,10581100785,8,9,NA,red,truck,truck,NA,TRUE,red,ldp_parent_utts_udpipe,red,truck,parent,11,58,4833
NA,10581100953,5,6,NA,scarf,dragon,dragon,NA,TRUE,scarf,ldp_parent_utts_udpipe,scarf,dragon,parent,11,58,4834
NA,10581100991,3,4,NA,red,railing,railing,NA,TRUE,red,ldp_parent_utts_udpipe,red,rail,parent,11,58,4835
NA,10581100992,3,4,NA,red,railings,railing,NA,TRUE,red,ldp_parent_utts_udpipe,red,rail,parent,11,58,4836
NA,10581101177,1,3,NA,hot,boils,boil,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,boil,parent,11,58,4837
NA,10581101181,4,5,NA,mud,pots,pot,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,pot,parent,11,58,4838
NA,10581101182,6,7,NA,mud,pot,pot,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,pot,parent,11,58,4839
NA,10581101183,1,2,NA,mud,pots,pot,NA,TRUE,mud,ldp_parent_utts_udpipe,mud,pot,parent,11,58,4840
NA,10581101183,9,10,NA,thick,soup,soup,NA,TRUE,thick,ldp_parent_utts_udpipe,thick,soup,parent,11,58,4841
NA,10581101352,2,3,NA,picnic,patch,patch,NA,TRUE,picnic,ldp_parent_utts_udpipe,picnic,patch,parent,11,58,4842
NA,10581101508,2,3,NA,giant,shoe,shoe,NA,TRUE,giant,ldp_parent_utts_udpipe,giant,shoe,parent,11,58,4843
NA,10581101510,2,5,NA,fat,bird,bird,NA,FALSE,fat,ldp_parent_utts_udpipe,fat,bird,parent,11,58,4844
NA,10581101542,6,7,NA,paddle,wheels,wheels,NA,TRUE,paddle,ldp_parent_utts_udpipe,paddl,wheel,parent,11,58,4845
NA,10581101746,10,11,NA,red,caboose,caboose,NA,TRUE,red,ldp_parent_utts_udpipe,red,caboos,parent,11,58,4846
NA,10581101880,9,10,NA,bath,drain,drain,NA,TRUE,bath,ldp_parent_utts_udpipe,bath,drain,parent,11,58,4847
NA,10581101897,4,5,NA,green,key,key,NA,TRUE,green,ldp_parent_utts_udpipe,green,kei,parent,11,58,4848
NA,10590100731,8,9,NA,rainy,day,day,NA,TRUE,rainy,ldp_parent_utts_udpipe,raini,dai,parent,1,59,4849
NA,10590200364,6,8,NA,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,parent,2,59,4850
NA,10590400182,2,3,NA,chop,chop,chop,NA,TRUE,chop,ldp_parent_utts_udpipe,chop,chop,parent,4,59,4851
NA,10590400446,4,5,NA,plastic,cup,cup,NA,TRUE,plastic,ldp_parent_utts_udpipe,plastic,cup,parent,4,59,4852
NA,10590600246,7,8,NA,yellow,blocks,block,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,block,parent,6,59,4853
NA,10590600267,5,6,NA,yellow,block,block,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,block,parent,6,59,4854
NA,10590600440,1,2,NA,cinnamon,rolls,roll,NA,TRUE,cinnamon,ldp_parent_utts_udpipe,cinnamon,roll,parent,6,59,4855
NA,10590600441,5,6,NA,cinnamon,rolls,roll,NA,TRUE,cinnamon,ldp_parent_utts_udpipe,cinnamon,roll,parent,6,59,4856
NA,10590700855,13,4,NA,sweet,pants,pants,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,pant,parent,7,59,4857
NA,10591000378,2,3,NA,yellow,game,game,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,game,parent,10,59,4858
NA,10610100418,7,8,NA,cry,baby,baby,NA,TRUE,cry,ldp_parent_utts_udpipe,cry,babi,parent,1,61,4859
NA,10610200079,1,2,NA,broken,cracker,cracker,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,cracker,parent,2,61,4860
NA,10610200264,6,7,NA,dirty,clothes,clothes,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,cloth,parent,2,61,4861
NA,10610300546,4,5,NA,fish,food,food,NA,TRUE,fish,ldp_parent_utts_udpipe,fish,food,parent,3,61,4862
NA,10610400718,4,5,NA,dirty,water,water,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,water,parent,4,61,4863
NA,10610400871,6,7,NA,purple,socks,sock,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,sock,parent,4,61,4864
NA,10610400907,1,2,NA,purple,purple,purple,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,purpl,parent,4,61,4865
NA,10610401084,2,3,NA,run,run,run,NA,TRUE,run,ldp_parent_utts_udpipe,run,run,parent,4,61,4866
NA,10610401226,8,9,NA,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,parent,4,61,4867
NA,10610401229,1,2,NA,orange,juice,juice,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,juic,parent,4,61,4868
NA,10610500067,4,5,NA,lily,pop,pop,NA,TRUE,lily,ldp_parent_utts_udpipe,lili,pop,parent,5,61,4869
NA,10610500951,1,2,NA,dirty,bubbles,bubble,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,bubbl,parent,5,61,4870
NA,10610501075,4,5,NA,yellow,tongue,tongue,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,tongu,parent,5,61,4871
NA,10610501096,1,2,NA,yellow,teeth,tooth,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,teeth,parent,5,61,4872
NA,10610501108,2,3,NA,yellow,eyes,eye,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,ey,parent,5,61,4873
NA,10610600017,3,5,NA,princess,snacks,snack,NA,FALSE,princess,ldp_parent_utts_udpipe,princess,snack,parent,6,61,4874
NA,10610600051,6,7,NA,fruit,snacks,snack,NA,TRUE,fruit,ldp_parent_utts_udpipe,fruit,snack,parent,6,61,4875
NA,10610600217,1,2,NA,apple,pie,pie,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,pie,parent,6,61,4876
NA,10610600302,5,6,NA,dirty,plate,plate,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,plate,parent,6,61,4877
NA,10610600372,3,4,NA,dirty,shirt,shirt,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,shirt,parent,6,61,4878
NA,10610600443,4,5,NA,dirty,foot,foot,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,foot,parent,6,61,4879
NA,10610600500,2,3,NA,karate,girl,girl,NA,TRUE,karate,ldp_parent_utts_udpipe,karat,girl,parent,6,61,4880
NA,10610700150,5,6,NA,strawberry,milk,milk,NA,TRUE,strawberry,ldp_parent_utts_udpipe,strawberri,milk,parent,7,61,4881
NA,10610700283,2,3,NA,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,7,61,4882
NA,10610700533,2,3,NA,bunny,rabbit,rabbit,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,rabbit,parent,7,61,4883
NA,10610700834,2,3,NA,green,guys,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,7,61,4884
NA,10610701025,3,4,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,7,61,4885
NA,10610701069,3,4,NA,cotton,balls,ball,NA,TRUE,cotton,ldp_parent_utts_udpipe,cotton,ball,parent,7,61,4886
NA,10610701789,7,8,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,7,61,4887
NA,10610701790,4,5,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,7,61,4888
NA,10610701834,8,9,NA,strawberry,milk,milk,NA,TRUE,strawberry,ldp_parent_utts_udpipe,strawberri,milk,parent,7,61,4889
NA,10610800143,2,3,NA,green,guy,guy,NA,TRUE,green,ldp_parent_utts_udpipe,green,gui,parent,8,61,4890
NA,10610800635,8,9,NA,military,person,person,NA,TRUE,military,ldp_parent_utts_udpipe,militari,person,parent,8,61,4891
NA,10610801085,5,7,NA,sweet,heart,heart,NA,FALSE,sweet,ldp_parent_utts_udpipe,sweet,heart,parent,8,61,4892
NA,10610801486,11,6,NA,dirty,floor,floor,NA,FALSE,dirty,ldp_parent_utts_udpipe,dirti,floor,parent,8,61,4893
NA,10610900316,12,13,NA,dirty,clothes,clothes,NA,TRUE,dirty,ldp_parent_utts_udpipe,dirti,cloth,parent,9,61,4894
NA,10610900462,4,5,NA,broken,toe,toe,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,toe,parent,9,61,4895
NA,10610900471,4,5,NA,broken,toe,toe,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,toe,parent,9,61,4896
NA,10610900480,5,6,NA,broken,toe,toe,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,toe,parent,9,61,4897
NA,10610900481,4,5,NA,broken,toenail,toenail,NA,TRUE,broken,ldp_parent_utts_udpipe,broken,toenail,parent,9,61,4898
NA,10611000143,3,4,NA,orange,dot,dot,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,dot,parent,10,61,4899
NA,10611000150,6,7,NA,red,box,box,NA,TRUE,red,ldp_parent_utts_udpipe,red,box,parent,10,61,4900
NA,10611000165,3,4,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,10,61,4901
NA,10611000166,8,9,NA,hot,chocolate,chocolate,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,chocol,parent,10,61,4902
NA,10611000238,3,4,NA,red,candy,candy,NA,TRUE,red,ldp_parent_utts_udpipe,red,candi,parent,10,61,4903
NA,10611200401,4,5,NA,red,ones,one,NA,TRUE,red,ldp_parent_utts_udpipe,red,on,parent,12,61,4904
NA,10611200495,9,10,NA,red,picture,picture,NA,TRUE,red,ldp_parent_utts_udpipe,red,pictur,parent,12,61,4905
NA,10611200498,2,3,NA,red,picture,picture,NA,TRUE,red,ldp_parent_utts_udpipe,red,pictur,parent,12,61,4906
NA,10611200529,3,4,NA,green,picture,picture,NA,TRUE,green,ldp_parent_utts_udpipe,green,pictur,parent,12,61,4907
NA,10611201047,8,9,NA,dead,ones,one,NA,TRUE,dead,ldp_parent_utts_udpipe,dead,on,parent,12,61,4908
NA,10620100202,3,4,NA,giant,present,present,NA,TRUE,giant,ldp_parent_utts_udpipe,giant,present,parent,1,62,4909
NA,10620100400,7,8,NA,beetle,game,game,NA,TRUE,beetle,ldp_parent_utts_udpipe,beetl,game,parent,1,62,4910
NA,10620100679,1,2,NA,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,parent,1,62,4911
NA,10620100680,3,4,NA,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,parent,1,62,4912
NA,10620100734,4,5,NA,female,crabs,crab,NA,TRUE,female,ldp_parent_utts_udpipe,femal,crab,parent,1,62,4913
NA,10620200203,6,3,NA,bud,room,room,NA,FALSE,bud,ldp_parent_utts_udpipe,bud,room,parent,2,62,4914
NA,10620200566,4,2,NA,blowing,wind,wind,NA,FALSE,blowing,ldp_parent_utts_udpipe,blow,wind,parent,2,62,4915
NA,10620200830,4,5,NA,green,circle,circle,NA,TRUE,green,ldp_parent_utts_udpipe,green,circl,parent,2,62,4916
NA,10620201014,9,10,NA,strawberry,ice,ice,NA,TRUE,strawberry,ldp_parent_utts_udpipe,strawberri,ic,parent,2,62,4917
NA,10620300604,5,6,NA,purple,jacket,jacket,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,jacket,parent,3,62,4918
NA,10620300609,4,5,NA,red,jacket,jacket,NA,TRUE,red,ldp_parent_utts_udpipe,red,jacket,parent,3,62,4919
NA,10620300613,1,2,NA,purple,hat,hat,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,hat,parent,3,62,4920
NA,10620400120,10,11,NA,back,door,door,NA,TRUE,back,ldp_parent_utts_udpipe,back,door,parent,4,62,4921
NA,10620400319,7,8,NA,smiley,faces,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,4,62,4922
NA,10620400414,5,6,NA,red,crayon,crayon,NA,TRUE,red,ldp_parent_utts_udpipe,red,crayon,parent,4,62,4923
NA,10620400530,7,8,NA,green,circle,circle,NA,TRUE,green,ldp_parent_utts_udpipe,green,circl,parent,4,62,4924
NA,10620400914,3,4,NA,round,balls,ball,NA,TRUE,round,ldp_parent_utts_udpipe,round,ball,parent,4,62,4925
NA,10620401428,4,7,NA,orange,day,day,NA,FALSE,orange,ldp_parent_utts_udpipe,orang,dai,parent,4,62,4926
NA,10620500358,2,3,NA,green,orange,orange,NA,TRUE,green,ldp_parent_utts_udpipe,green,orang,parent,5,62,4927
NA,10620500827,5,6,NA,jelly,bean,bean,NA,TRUE,jelly,ldp_parent_utts_udpipe,jelli,bean,parent,5,62,4928
NA,10620500856,5,6,NA,frog,umbrella,umbrella,NA,TRUE,frog,ldp_parent_utts_udpipe,frog,umbrella,parent,5,62,4929
NA,10620501343,4,5,NA,orange,pop,pop,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,pop,parent,5,62,4930
NA,10620501462,8,9,NA,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,parent,5,62,4931
NA,10620501466,4,5,NA,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,parent,5,62,4932
NA,10620501584,4,6,NA,baby,ones,one,NA,FALSE,baby,ldp_parent_utts_udpipe,babi,on,parent,5,62,4933
NA,10620501591,4,5,NA,pink,ones,one,NA,TRUE,pink,ldp_parent_utts_udpipe,pink,on,parent,5,62,4934
NA,10620600124,7,9,NA,wet,towel,towel,NA,FALSE,wet,ldp_parent_utts_udpipe,wet,towel,parent,6,62,4935
NA,10620600737,1,2,NA,yellow,marker,marker,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,marker,parent,6,62,4936
NA,10620600740,2,3,NA,yellow,marker,marker,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,marker,parent,6,62,4937
NA,10620600748,3,4,NA,smiley,face,face,NA,TRUE,smiley,ldp_parent_utts_udpipe,smilei,face,parent,6,62,4938
NA,10620600821,9,10,NA,ink,pad,pad,NA,TRUE,ink,ldp_parent_utts_udpipe,ink,pad,parent,6,62,4939
NA,10620601235,6,7,NA,back,door,door,NA,TRUE,back,ldp_parent_utts_udpipe,back,door,parent,6,62,4940
NA,10620601237,4,5,NA,back,door,door,NA,TRUE,back,ldp_parent_utts_udpipe,back,door,parent,6,62,4941
NA,10620601303,5,6,NA,hot,day,day,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,dai,parent,6,62,4942
NA,10620601352,3,4,NA,purple,ball,ball,NA,TRUE,purple,ldp_parent_utts_udpipe,purpl,ball,parent,6,62,4943
NA,10620700343,3,4,NA,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,parent,7,62,4944
NA,10620700349,3,4,NA,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,parent,7,62,4945
NA,10620700362,1,2,NA,hot,cocoa,cocoa,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,cocoa,parent,7,62,4946
NA,10620700372,5,6,NA,hot,cocoa,cocoa,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,cocoa,parent,7,62,4947
NA,10620700635,6,7,NA,hot,cocoa,cocoa,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,cocoa,parent,7,62,4948
NA,10620700715,2,3,NA,green,pig,pig,NA,TRUE,green,ldp_parent_utts_udpipe,green,pig,parent,7,62,4949
NA,10620700748,9,10,NA,yellow,ones,one,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,on,parent,7,62,4950
NA,10620700796,12,10,NA,red,color,color,NA,FALSE,red,ldp_parent_utts_udpipe,red,color,parent,7,62,4951
NA,10620700796,14,10,NA,green,color,color,NA,FALSE,green,ldp_parent_utts_udpipe,green,color,parent,7,62,4952
NA,10620700804,4,5,NA,yellow,pig,pig,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,pig,parent,7,62,4953
NA,10620701103,4,5,NA,puzzle,pieces,piece,NA,TRUE,puzzle,ldp_parent_utts_udpipe,puzzl,piec,parent,7,62,4954
NA,10620701149,4,5,NA,mommy,bird,bird,NA,TRUE,mommy,ldp_parent_utts_udpipe,mommi,bird,parent,7,62,4955
NA,10620701241,4,5,NA,bear,home,home,NA,TRUE,bear,ldp_parent_utts_udpipe,bear,home,parent,7,62,4956
NA,10620701261,4,5,NA,bunny,sleep,sleep,NA,TRUE,bunny,ldp_parent_utts_udpipe,bunni,sleep,parent,7,62,4957
NA,10620701746,3,7,NA,shake,shake,shake,NA,FALSE,shake,ldp_parent_utts_udpipe,shake,shake,parent,7,62,4958
NA,10620702179,3,4,NA,hot,pink,pink,NA,TRUE,hot,ldp_parent_utts_udpipe,hot,pink,parent,7,62,4959
NA,10620702186,4,6,NA,hot,dogs,dog,NA,FALSE,hot,ldp_parent_utts_udpipe,hot,dog,parent,7,62,4960
NA,10620702233,2,3,NA,red,scissors,scissors,NA,TRUE,red,ldp_parent_utts_udpipe,red,scissor,parent,7,62,4961
NA,10620702234,6,7,NA,red,scissors,scissors,NA,TRUE,red,ldp_parent_utts_udpipe,red,scissor,parent,7,62,4962
NA,10620800034,4,5,NA,dark,purple,purple,NA,TRUE,dark,ldp_parent_utts_udpipe,dark,purpl,parent,8,62,4963
NA,10620800055,5,6,NA,bright,color,color,NA,TRUE,bright,ldp_parent_utts_udpipe,bright,color,parent,8,62,4964
NA,10620800140,4,6,NA,mommy,birds,bird,NA,FALSE,mommy,ldp_parent_utts_udpipe,mommi,bird,parent,8,62,4965
NA,10620800142,2,3,NA,orange,bird,bird,NA,TRUE,orange,ldp_parent_utts_udpipe,orang,bird,parent,8,62,4966
NA,10620800815,8,11,NA,yellow,red,red,NA,FALSE,yellow,ldp_parent_utts_udpipe,yellow,red,parent,8,62,4967
NA,10620800815,10,11,NA,yellow,red,red,NA,TRUE,yellow,ldp_parent_utts_udpipe,yellow,red,parent,8,62,4968
NA,10620801022,7,8,NA,oak,tree,tree,NA,TRUE,oak,ldp_parent_utts_udpipe,oak,tree,parent,8,62,4969
NA,10620801051,3,4,NA,cookie,dough,dough,NA,TRUE,cookie,ldp_parent_utts_udpipe,cooki,dough,parent,8,62,4970
NA,10620801121,6,7,NA,apple,juice,juice,NA,TRUE,apple,ldp_parent_utts_udpipe,appl,juic,parent,8,62,4971
NA,10620801152,1,2,NA,cookie,day,day,NA,TRUE,cookie,ldp_parent_utts_udpipe,cooki,dai,parent,8,62,4972
NA,10620900128,7,8,NA,jelly,bean,bean,NA,TRUE,jelly,ldp_parent_utts_udpipe,jelli,bean,parent,9,62,4973
NA,10620900138,4,5,NA,jelly,bean,bean,NA,TRUE,jelly,ldp_parent_utts_udpipe,jelli,bean,parent,9,62,4974
NA,10620900182,4,5,NA,gingerbread,recipe,recipe,NA,TRUE,gingerbread,ldp_parent_utts_udpipe,gingerbread,recip,parent,9,62,4975
NA,10620900548,10,11,NA,gingerbread,man,man,NA,TRUE,gingerbread,ldp_parent_utts_udpipe,gingerbread,man,parent,9,62,4976
NA,10620900702,6,7,NA,fat,bunny,bunny,NA,TRUE,fat,ldp_parent_utts_udpipe,fat,bunni,parent,9,62,4977
NA,10620900709,5,6,NA,sweat,pants,pants,NA,TRUE,sweat,ldp_parent_utts_udpipe,sweat,pant,parent,9,62,4978
NA,10620900784,7,8,NA,gingerbread,man,man,NA,TRUE,gingerbread,ldp_parent_utts_udpipe,gingerbread,man,parent,9,62,4979
NA,10620900817,4,5,NA,gingerbread,man,man,NA,TRUE,gingerbread,ldp_parent_utts_udpipe,gingerbread,man,parent,9,62,4980
NA,10620901029,8,9,NA,green,hair,hair,NA,TRUE,green,ldp_parent_utts_udpipe,green,hair,parent,9,62,4981
